DateTime,Link,Company,Fraud_Type,Impact_USD,Description,Country
"2021-11-16","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202111190002&dtable=NewsLaw","Enterex
 International Limited","Financial reporting noncompliance","NT$480,000","The company failed to complete financial statements from Q3 2020 through Q3 2021 as required.","Taiwan"
"2021-11-16","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202111190001&dtable=NewsLaw","Billionton
 Systems Inc.","Financial reporting noncompliance","NT$240,000","The company failed to complete the Q3 2021 financial statements as required by Article 36.","Taiwan"
"2021-11-02","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202201130001&dtable=NewsLaw","Mercuries
 Life Insurance Co.","Insurance compliance violations","NT$2,400,000","The company had multiple solicitation, suitability, disclosure, and supervision failures in selling investment-linked policies.","Taiwan"
"2021-10-28","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202110290001&dtable=NewsLaw","GTIC
 Gold Refinery (S) Co.,Ltd","Financial reporting noncompliance","NT$720,000","The company failed to complete financial statements for Q2 2021 and Q2 & Q4 2020 as required.","Taiwan"
"2021-10-21","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202110260001&dtable=NewsLaw","Enterex
 International Limited; XX Wong","Corporate governance/director vacancy violation","NT$240,000","The responsible person failed to convene an extraordinary by-election within 60 days after independent directors resigned, breaching governance rules.","Taiwan"
"2021-10-15","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202110180001&dtable=NewsLaw","ShengHua
 Entertainment Communication Co., Ltd.","Loaning of funds violation","NT$240,000","The company made an overdue, unrecovered loan to Comedian Productions, LLC contrary to loaning/endorsement rules.","Taiwan"
"2021-10-07","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202110200001&dtable=NewsLaw","KGI
 Futures Co., Ltd.","AML/CFT and internal control deficiencies","NT$120,000","The firm failed to retain evidence and call recordings and did not properly review and analyze transaction alerts for AML/CFT.","Taiwan"
"2021-10-07","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202110150001&dtable=NewsLaw","Concord
 Futures Co., Ltd.","Order-taking and advertising control violations","NT$120,000","An associated person mishandled phone orders and advertising, and the firm failed to supervise and implement internal controls.","Taiwan"
"2021-09-30","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202110070001&dtable=NewsLaw","XX
 Wong (Enterex International Limited)","Corporate governance/director vacancy violation","NT$240,000","The responsible person failed to convene a by-election within 60 days after director vacancies exceeded one-third.","Taiwan"
"2021-09-29","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202109300001&dtable=NewsLaw","Entery
 Industrial Co., Ltd.","Financial reporting noncompliance","NT$720,000","The company failed to complete financial statements from Q4 2013 to Q2 2021 as required by the Securities and Exchange Act.","Taiwan"
"2021-09-27","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202109300008&dtable=NewsLaw","Creative
 Sensor Co., Ltd.; XX Huang","Board meeting minutes noncompliance","NT$240,000","The company’s board minutes failed to accurately record directors’ remarks and extempore motions in violation of meeting rules.","Taiwan"
"2021-09-22","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202109240002&dtable=NewsLaw","GTIC
 Gold Refinery (S) Co.,Ltd","Financial reporting noncompliance","NT$720,000","The company failed to complete financial statements for Q2 2021 and Q2 & Q4 2020 as required.","Taiwan"
"2021-09-09","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202109130001&dtable=NewsLaw","E.Sun
 Securities Co., Ltd.","Internal control deficiencies","NT$240,000","The firm had deficiencies in foreign securities custody, price checks, enhanced due diligence, and personal data compliance.","Taiwan"
"2021-09-08","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202201030005&dtable=NewsLaw","SinoPac
 Futures Co., Ltd.","Order-taking/control violation","NT$120,000","A salesperson accepted foreign futures orders via mobile without phone order procedures or recordings, breaching controls.","Taiwan"
"2021-09-07","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202201030011&dtable=NewsLaw","CTBC
 Securities Co., Ltd.; Wang","Information security/internal control violation","NT$120,000","A manager used an unauthorized laptop and external network during trading hours and the firm lacked proper internal controls.","Taiwan"
"2021-09-06","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202201040001&dtable=NewsLaw","SinoPac
 Futures Co., Ltd.; Associated person","Unauthorized trading/internal control failure","NT$120,000","An associated person traded using a client’s account and the firm failed to supervise and enforce internal controls.","Taiwan"
"2021-09-03","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202109080001&dtable=NewsLaw","XX
 Wong (Enterex International Limited)","Material information disclosure delay","NT$480,000","The responsible person delayed announcing a key subsidiary’s bankruptcy filing, violating timely disclosure rules.","Taiwan"
"2021-09-01","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202109100001&dtable=NewsLaw","Schroder
 Securities Investment Trust Co., Ltd.; XX Pi","Confidential information disclosure","NT$0","An associated person disclosed holdings of discretionary accounts and fund positions by phone and was suspended for three months.","Taiwan"
"2021-09-01","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202109060001&dtable=NewsLaw","Enterex
 International Limited","Financial reporting noncompliance","NT$240,000","The company failed to complete Q1–Q2 2021 financial statements as required by Article 36.","Taiwan"
"2021-08-23","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202203160001&dtable=NewsLaw","SunVic
 Technology Group; XX Lin","Related-party transaction governance breach","NT$240,000","The responsible person failed to obtain board approvals for consulting contracts with related parties, violating board procedures.","Taiwan"
"2021-08-19","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202108240002&dtable=NewsLaw","Entery
 Industrial Co., Ltd.","Financial reporting noncompliance","NT$720,000","The company failed to complete financial statements for multiple periods from Q3 2019 through Q2 2021 as required.","Taiwan"
"2021-08-17","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202108240001&dtable=NewsLaw","GTIC
 Gold Refinery (S) Co.,Ltd","Financial reporting noncompliance","NT$720,000","The company failed to complete financial statements for Q2 2021 and Q2 & Q4 2020 as required.","Taiwan"
"2021-08-12","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202108160001&dtable=NewsLaw","PharmaCore
 Biotech Co., Ltd.","Late regulatory filing","NT$240,000","The company failed to file the June 2021 operations overview by the statutory deadline.","Taiwan"
"2021-08-09","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202108110001&dtable=NewsLaw","The
 Great Tainan Gas Corporation","Late regulatory filing","NT$240,000","The company failed to file the June 2021 operations overview by the statutory deadline.","Taiwan"
"2021-07-29","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202201030004&dtable=NewsLaw","SinoPac
 Futures Co., Ltd.","Risk notification/control deficiency","NT$120,000","The firm failed to keep records showing it notified an introducing broker when a client’s risk index fell below 25%.","Taiwan"
"2021-07-29","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202201030003&dtable=NewsLaw","SinoPac
 Securities Co., Ltd.","Futures IB control deficiencies","NT$120,000","The firm mishandled a reversal trade, lacked risk-index notification records, and failed self-checks, breaching internal controls.","Taiwan"
"2021-07-29","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202108020002&dtable=NewsLaw","GTIC
 Gold Refinery (S) Co.,Ltd","Financial reporting noncompliance","NT$720,000","The company failed to complete Q2 & Q4 2020 financial statements as required by the Securities and Exchange Act.","Taiwan"
"2021-07-27","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202109110003&dtable=NewsLaw","Shin
 Kong Life Insurance Co., Ltd.","Insurance compliance violations","NT$2,600,000","The company violated rules on related-party transactions and reimbursements and received fines and reprimands.","Taiwan"
"2021-07-26","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202201030002&dtable=NewsLaw","Yuanta
 Futures Co., Ltd.","Futures management/control deficiency","NT$120,000","The firm failed to notify high-risk accounts before offsetting positions, violating futures regulations and internal controls.","Taiwan"
"2021-07-12","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202107150001&dtable=NewsLaw","Nankang
 Rubber Tire Corporation Ltd.; XX Chang","Asset acquisition/disposal control violation","NT$240,000","The principal exceeded board-authorized investment limits and signed approvals after execution, breaching asset rules.","Taiwan"
"2021-06-30","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202107070001&dtable=NewsLaw","Entery
 Industrial Co., Ltd.","Financial reporting noncompliance","NT$720,000","The company failed to complete financial statements for 2013–2020 as required by Article 36.","Taiwan"
"2021-06-29","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202109110002&dtable=NewsLaw","Far
 Glory Life Insurance Co.","Insurance investment compliance violation","NT$2,000,000","The company failed to put real estate investments to immediate and profitable use within the required period.","Taiwan"
"2021-06-23","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202107070002&dtable=NewsLaw","GTIC
 Gold Refinery (S) Co.,Ltd","Financial reporting noncompliance","NT$720,000","The company failed to complete Q2 & Q4 2020 financial statements as required by securities regulations.","Taiwan"
"2021-06-18","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202106240001&dtable=NewsLaw","President
 Securities Corporation","Securities firm internal control deficiencies","NT$240,000","The firm had multiple deficiencies in statements, proprietary trading price checks, KYC, disclosures, and high-risk reviews.","Taiwan"
"2021-06-17","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202106250001&dtable=NewsLaw","Enterex
 International Limited; XX Wong","Director conflict-of-interest/recusal violation","NT$240,000","The former responsible person failed to explain interests and recuse on a loan-extension motion at a board meeting.","Taiwan"
"2021-06-11","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202112130002&dtable=NewsLaw","SunMax
 Biotechnology Co., Ltd.","Financial reporting filing defect","NT$240,000","The 2021 Q1 financial statement was filed without the required accounting manager’s signature/seal.","Taiwan"
"2021-06-11","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202112130001&dtable=NewsLaw","Enterex
 International Limited","Financial reporting noncompliance","NT$240,000","The company failed to complete the Q1 2021 financial statements as required by Article 36.","Taiwan"
"2021-05-31","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202106040001&dtable=NewsLaw","Enterex
 International Limited; Wong XX","Material information disclosure delay","NT$240,000","The responsible person delayed disclosure of major subsidiary seizures and bank freezes that materially affected operations.","Taiwan"
"2021-05-31","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202106030001&dtable=NewsLaw","Lee
 O O Certified Public Accountant","AML compliance failure","NT$50,000","The CPA failed to confirm beneficial ownership while auditing registered capital, violating AML requirements.","Taiwan"
"2021-05-28","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202106020001&dtable=NewsLaw","Collamatrix
 Co., Ltd.","Financial reporting filing defect","NT$240,000","The company filed Q4 2020 financials without the required accounting manager’s signature or seal.","Taiwan"
"2021-05-17","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202109110001&dtable=NewsLaw","Fubon
 Life Insurance Co., Ltd.","Insurance internal control violations","NT$3,000,000","The company breached internal accounting and reimbursement controls for business promotion expenses.","Taiwan"
"2021-05-12","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202105140001&dtable=NewsLaw","Mega
 Securities Corporation; Lee","Fraudulent solicitation and internal control failure","NT$240,000","A sales agent misappropriated client funds and sold shares without orders, and the firm failed to enforce controls.","Taiwan"
"2021-05-07","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202105110001&dtable=NewsLaw","Time
 Security Investment Consultant Co., Ltd.","AML reporting violation","NT$500,000","The company failed to report a cash transaction over NT$500,000 within five business days.","Taiwan"
"2021-05-06","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202107130001&dtable=NewsLaw","Chung
 Fu Tex-International Corporation; Huang XX","Board procedure and asset disposal violations","NT$480,000","The principal failed to announce a major equity sale timely and did not ensure interested directors’ recusal and disclosure.","Taiwan"
"2021-05-06","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202105110003&dtable=NewsLaw","Unity
 Opto Technology Co., Ltd.","Financial reporting noncompliance","NT$720,000","The company failed to file required financial statements for multiple 2019–2020 periods as mandated by Article 36.","Taiwan"
"2021-05-06","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202105110002&dtable=NewsLaw","GTIC
 Gold Refinery (S) Co., Ltd.","Financial reporting noncompliance","NT$720,000","The company failed to complete Q2 and Q4 2020 financial statements as required by the Securities and Exchange Act.","Taiwan"
"2021-05-05","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202201030001&dtable=NewsLaw","Tachan
 Securities Co., Ltd.","Futures IB operational control failures","NT$120,000","The firm used unqualified staff for risk explanations and had inaccurate internal audits, breaching IB rules.","Taiwan"
"2021-04-13","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202104200001&dtable=NewsLaw","GTIC
 Gold Refinery (S) Co., Ltd.","Financial reporting noncompliance","NT$720,000","The company failed to complete the Q2 2020 financial statements as required by Article 36.","Taiwan"
"2021-04-08","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202104090004&dtable=NewsLaw","Unity
 Opto Technology Co., Ltd.","Financial reporting noncompliance","NT$720,000","The company failed to file 2019 and Q1–Q2 2020 financial statements in accordance with Article 36.","Taiwan"
"2021-04-06","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202104090003&dtable=NewsLaw","TOPBI
 International Holdings Limited","Financial reporting noncompliance","NT$240,000","The company failed to complete 2020 financial statements as required by Article 36.","Taiwan"
"2021-04-06","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202104090002&dtable=NewsLaw","Pharmally
 International Holding Co., Ltd.","Multiple securities compliance failures","NT$1,920,000","The company failed to file operating reports and Q2–Q4 2020 financials and missed audit and training requirements.","Taiwan"
"2021-03-19","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202103230001&dtable=NewsLaw","Oceanic
 Beverages Co., Inc.; Wang ○○","Material information disclosure delay","NT$240,000","The responsible person delayed MOPS disclosure about a trademark dispute demand impacting future operations.","Taiwan"
"2021-03-10","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202201030008&dtable=NewsLaw","Yuanta
 Futures Co., Ltd.","Leverage trading platform control deficiencies","NT$120,000","The firm lacked testing records and timely updates before launching its leverage trading system, breaching controls.","Taiwan"
"2021-03-08","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202103120001&dtable=NewsLaw","GTIC
 Gold Refinery (S) Co., Ltd.","Financial reporting noncompliance","NT$720,000","The company failed to complete the Q2 2020 financial statements as required by Article 36.","Taiwan"
"2021-03-04","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202103220001&dtable=NewsLaw","Concord
 Securities; SinoPac Securities; Cathay Securities; Masterlink Securities; Fubon Securities; JihSun Securities; Hua Nan Securities; Capital Securities; KGI Securities; Yuanta Securities","Information security and internal control deficiencies (co-location services)","NT$0","Ten securities firms had information security and control failures in co-location services leading to warnings, corrections, and fines.","Taiwan"
"2021-03-02","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202103020001&dtable=NewsLaw","Technics
 Oil & Gas Limited","Financial reporting noncompliance","NT$240,000","The company failed to file financial statements for Q3 2016–Q4 2019 and Q4 2020 as required.","Taiwan"
"2021-02-24","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202102260001&dtable=NewsLaw","Pharmally
 International Holding Co., Ltd.","Multiple securities compliance failures","NT$1,440,000","The company failed to file operating reports for Aug 2020–Jan 2021, Q2–Q3 2020 financials, and a 2021 audit plan.","Taiwan"
"2021-02-05","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202107270001&dtable=NewsLaw","Hua
 Nan Securities Company Ltd.; XX Hsu","Internal control and KYC/AML violations","NT$240,000","The firm had control lapses in limit increases, subscription verification, and ML/TF risk reviews, and its salesperson was suspended.","Taiwan"
"2021-02-03","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202201030007&dtable=NewsLaw","Concord
 Futures Co., Ltd.; Yeh; Wang; Ruan","Futures internal control violations","NT$600,000","The firm failed in customer risk assessment, trading limit controls, insider account segregation, and other controls; three staff were suspended.","Taiwan"
"2021-02-03","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202201030006&dtable=NewsLaw","Masterlink
 Futures Corp., Ltd.; Zhao","Multiple futures compliance failures","NT$960,000","The firm had numerous deficiencies in account opening, limits, disclosures, announcements, and system risk controls; one staff was suspended.","Taiwan"
"2021-02-03","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202109280001&dtable=NewsLaw","JihSun
 Futures Co., Ltd.","Futures internal control violations","NT$240,000","The firm allowed foreign futures trading without proof of funds and transferred margins without client instructions, breaching controls.","Taiwan"
"2021-02-03","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202103150002&dtable=NewsLaw","Capital
 Futures Corp.","Futures internal control violations","NT$600,000","The firm failed in customer risk assessment, risk disclosure confirmations, insider-trade controls, and high-risk notifications.","Taiwan"
"2021-02-03","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202103150001&dtable=NewsLaw","Capital
 Securities Corp.","Futures IB operational control failure","NT$120,000","The firm did not notify high-risk accounts before liquidating positions as required by IB procedures.","Taiwan"
"2021-02-03","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202103110001&dtable=NewsLaw","Yuanta
 Futures Co., Ltd.","Futures internal control violations","NT$480,000","The firm relaxed trading limits without proof, sent statements to sales staff, and lacked required internal trading checks.","Taiwan"
"2021-02-03","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202102250001&dtable=NewsLaw","KGI
 Futures Co., Ltd.","Futures internal control violations","NT$480,000","The firm failed to assess customer risk capacity, relaxed limits without proof, and lacked insider trade control procedures.","Taiwan"
"2021-02-03","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202102200001&dtable=NewsLaw","SinoPac
 Futures Co., Ltd.","Futures internal control violations","NT$480,000","The firm failed senior-customer credit checks, sent statements to insiders, skipped full limit assessments, and neglected insider conflict checks.","Taiwan"
"2021-01-25","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202102010001&dtable=NewsLaw","Concord
 Futures Corp.; Wang; Chen","AML/CFT and internal control violations","NT$740,000","The firm mishandled CDD/KYC, password controls, and IB system segregation, and two staff were each suspended for three months.","Taiwan"
"2021-01-22","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202101290001&dtable=NewsLaw","President
 Securities Co., Ltd.","System reliability/internal control failure","NT$240,000","The firm’s firewall restart lapse caused order disconnections and it failed to promptly advise alternative order methods.","Taiwan"
"2021-01-21","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202102030001&dtable=NewsLaw","Yuanta
 Securities Investment Trust Co., Ltd.","Futures trust internal control deficiency","NT$360,000","Yuanta’s internal controls over additional fund offering allocations were ineffective and required remediation and a special audit.","Taiwan"
"2021-01-20","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202102230001&dtable=NewsLaw","Land
 Bank of Taiwan","Securities business internal control violations","NT$240,000","The bank failed to segregate staff-related accounts, control conflicts, consolidate credit lines, and verify public subscription identities.","Taiwan"
"2021-01-18","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202102020001&dtable=NewsLaw","Yuanta
 Securities Investment Trust Co., Ltd.; XX Wu","Insider information leakage & supervision failure","NT$600,000","A former fund manager leaked job-related info and the firm failed to supervise, leading to a fine and a one-year suspension for the manager.","Taiwan"
"2021-01-18","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202101260001&dtable=NewsLaw","Hantec
 Securities Consultant Limited; Chen","Personal trading/reporting violations","NT$0","An associated person traded frequently without reporting and traded stocks recommended to clients, resulting in a three-month suspension.","Taiwan"
"2021-01-18","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202101190001&dtable=NewsLaw","Oceanic
 Beverages Co., Inc.; Wang ○○","Board conflict-of-interest and minutes violations","NT$240,000","Directors approved a loan despite conflicts and minutes lacked required disclosures on names, interests, and recusals.","Taiwan"
"2021-01-15","https://www.fsc.gov.tw/en/home.jsp?id=95&parentpath=0,2&mcustomize=lawnew_view.jsp&dataserno=202108100001&dtable=NewsLaw","Pin
 Feng China Securities Investment Consulting Co., Ltd.","AML/CFT program deficiencies","NT$500,000","The firm failed to perform CDD, PEP screening, risk profiling, ongoing monitoring, STR processes, and record-keeping under AML rules.","Taiwan"
